datetime,open,high,low,close,volume
2025-04-23 17:46:00,93698.0,93752.0,93696.0,93714.0,8.22476
2025-04-23 17:47:00,93714.0,93737.0,93675.0,93702.0,10.87482
2025-04-23 17:48:00,93703.0,93710.0,93663.0,93698.0,6.46318
2025-04-23 17:49:00,93696.0,93718.0,93688.0,93718.0,8.37713
2025-04-23 17:50:00,93718.0,93718.0,93670.0,93671.0,3.91517
2025-04-23 17:51:00,93670.0,93711.0,93670.0,93711.0,7.27561
2025-04-23 17:52:00,93711.0,93778.0,93705.0,93778.0,1.69694
2025-04-23 17:53:00,93778.0,93784.0,93755.0,93776.0,5.76046
2025-04-23 17:54:00,93777.0,93820.0,93770.0,93813.0,8.12513
2025-04-23 17:55:00,93814.0,93837.0,93804.0,93837.0,3.34663
2025-04-23 17:56:00,93837.0,93885.0,93836.0,93885.0,7.65418
2025-04-23 17:57:00,93885.0,93940.0,93884.0,93935.0,70.58318
2025-04-23 17:58:00,93936.0,93936.0,93898.0,93898.0,6.59673
2025-04-23 17:59:00,93897.0,93909.0,93859.0,93862.0,14.06099
2025-04-23 18:00:00,93863.0,93899.0,93831.0,93899.0,10.58489
2025-04-23 18:01:00,93899.0,93905.0,93846.0,93900.0,0.77145
2025-04-23 18:02:00,93901.0,93917.0,93876.0,93890.0,18.46224
2025-04-23 18:03:00,93888.0,93893.0,93817.0,93821.0,2.98398
2025-04-23 18:04:00,93820.0,93899.0,93814.0,93872.0,6.33037
2025-04-23 18:05:00,93872.0,93882.0,93848.0,93858.0,4.66438
2025-04-23 18:06:00,93858.0,93889.0,93846.0,93880.0,26.93855
2025-04-23 18:07:00,93880.0,93931.0,93880.0,93931.0,3.07617
2025-04-23 18:08:00,93933.0,93941.0,93894.0,93941.0,19.24567
2025-04-23 18:09:00,93940.0,93996.0,93940.0,93992.0,20.1716
2025-04-23 18:10:00,93993.0,94211.0,93993.0,94145.0,262.43111
2025-04-23 18:11:00,94143.0,94170.0,94143.0,94150.0,36.33546
2025-04-23 18:12:00,94150.0,94209.0,94150.0,94161.0,34.02207
2025-04-23 18:13:00,94161.0,94175.0,94092.0,94092.0,32.06062
2025-04-23 18:14:00,94092.0,94119.0,94002.0,94019.0,23.7534
2025-04-23 18:15:00,94019.0,94119.0,94016.0,94119.0,3.34632
2025-04-23 18:16:00,94118.0,94132.0,94086.0,94115.0,8.20195
2025-04-23 18:17:00,94115.0,94162.0,94114.0,94125.0,9.27785
2025-04-23 18:18:00,94125.0,94125.0,94045.0,94045.0,64.33048
2025-04-23 18:19:00,94045.0,94107.0,94044.0,94092.0,2.15808
2025-04-23 18:20:00,94091.0,94136.0,94091.0,94136.0,6.51793
2025-04-23 18:21:00,94136.0,94136.0,94117.0,94129.0,6.64104
2025-04-23 18:22:00,94128.0,94133.0,94100.0,94100.0,2.93323
2025-04-23 18:23:00,94100.0,94125.0,94000.0,94013.0,106.46467
2025-04-23 18:24:00,94014.0,94014.0,93949.0,93975.0,108.30722
2025-04-23 18:25:00,93975.0,93976.0,93940.0,93943.0,12.186
2025-04-23 18:26:00,93942.0,93970.0,93893.0,93899.0,15.55722
2025-04-23 18:27:00,93899.0,93938.0,93899.0,93938.0,1.69377
2025-04-23 18:28:00,93937.0,93949.0,93895.0,93895.0,17.24811
2025-04-23 18:29:00,93895.0,93896.0,93848.0,93860.0,25.35701
2025-04-23 18:30:00,93859.0,93868.0,93782.0,93851.0,86.3354
2025-04-23 18:31:00,93850.0,93871.0,93844.0,93871.0,28.29872
2025-04-23 18:32:00,93865.0,93918.0,93865.0,93918.0,18.42697
2025-04-23 18:33:00,93917.0,93918.0,93859.0,93889.0,5.95977
2025-04-23 18:34:00,93889.0,93890.0,93865.0,93865.0,2.01098
2025-04-23 18:35:00,93865.0,93885.0,93797.0,93798.0,36.8577
2025-04-23 18:36:00,93797.0,93798.0,93771.0,93771.0,19.62203
2025-04-23 18:37:00,93772.0,93776.0,93756.0,93756.0,14.44176
2025-04-23 18:38:00,93756.0,93775.0,93756.0,93769.0,6.47191
2025-04-23 18:39:00,93769.0,93810.0,93769.0,93803.0,2.9305
2025-04-23 18:40:00,93802.0,93803.0,93765.0,93765.0,53.13619
2025-04-23 18:41:00,93764.0,93764.0,93724.0,93733.0,20.23396
2025-04-23 18:42:00,93726.0,93743.0,93713.0,93727.0,66.2586
2025-04-23 18:43:00,93728.0,93728.0,93705.0,93705.0,5.4368
2025-04-23 18:44:00,93705.0,93706.0,93659.0,93659.0,11.92542
2025-04-23 18:45:00,93658.0,93659.0,93640.0,93657.0,27.07765
2025-04-23 18:46:00,93656.0,93666.0,93632.0,93633.0,11.96626
2025-04-23 18:47:00,93632.0,93680.0,93632.0,93653.0,16.00868
2025-04-23 18:48:00,93655.0,93717.0,93655.0,93711.0,26.27725
2025-04-23 18:49:00,93710.0,93711.0,93672.0,93675.0,22.07805
2025-04-23 18:50:00,93674.0,93684.0,93603.0,93604.0,4.59858
2025-04-23 18:51:00,93603.0,93637.0,93595.0,93598.0,22.46446
2025-04-23 18:52:00,93599.0,93630.0,93595.0,93621.0,6.25968
2025-04-23 18:53:00,93622.0,93622.0,93599.0,93616.0,3.41699
2025-04-23 18:54:00,93615.0,93617.0,93605.0,93617.0,2.16428
2025-04-23 18:55:00,93617.0,93723.0,93616.0,93698.0,164.35541
2025-04-23 18:56:00,93713.0,93715.0,93691.0,93701.0,11.19981
2025-04-23 18:57:00,93701.0,93701.0,93636.0,93636.0,12.00723
2025-04-23 18:58:00,93636.0,93659.0,93612.0,93612.0,58.57775
2025-04-23 18:59:00,93613.0,93628.0,93579.0,93580.0,64.58981
2025-04-23 19:00:00,93577.0,93578.0,93513.0,93533.0,110.19504
2025-04-23 19:01:00,93535.0,93549.0,93535.0,93548.0,3.39963
2025-04-23 19:02:00,93548.0,93548.0,93512.0,93513.0,7.43573
2025-04-23 19:03:00,93512.0,93527.0,93509.0,93511.0,5.08639
2025-04-23 19:04:00,93511.0,93512.0,93387.0,93391.0,46.34002
2025-04-23 19:05:00,93415.0,93486.0,93315.0,93341.0,24.7054
2025-04-23 19:06:00,93341.0,93426.0,93341.0,93399.0,23.2451
2025-04-23 19:07:00,93398.0,93435.0,93387.0,93434.0,8.93302
2025-04-23 19:08:00,93435.0,93462.0,93418.0,93435.0,8.02646
2025-04-23 19:09:00,93435.0,93435.0,93383.0,93385.0,4.82138
2025-04-23 19:10:00,93384.0,93448.0,93355.0,93438.0,5.87559
2025-04-23 19:11:00,93437.0,93437.0,93373.0,93400.0,11.60664
2025-04-23 19:12:00,93399.0,93428.0,93391.0,93417.0,5.70204
2025-04-23 19:13:00,93417.0,93417.0,93405.0,93405.0,6.31574
2025-04-23 19:14:00,93405.0,93405.0,93222.0,93232.0,31.05469
2025-04-23 19:15:00,93232.0,93278.0,93216.0,93268.0,26.71229
2025-04-23 19:16:00,93268.0,93314.0,93267.0,93311.0,5.9945
2025-04-23 19:17:00,93311.0,93336.0,93230.0,93276.0,10.07634
2025-04-23 19:18:00,93275.0,93276.0,93255.0,93256.0,4.82287
2025-04-23 19:19:00,93256.0,93256.0,93171.0,93193.0,99.12316
2025-04-23 19:20:00,93193.0,93203.0,93150.0,93166.0,13.65787
2025-04-23 19:21:00,93166.0,93203.0,93151.0,93203.0,15.46271
2025-04-23 19:22:00,93203.0,93203.0,93055.0,93086.0,117.33108
2025-04-23 19:23:00,93086.0,93139.0,93083.0,93094.0,11.77919
2025-04-23 19:24:00,93093.0,93128.0,93093.0,93128.0,17.44568
2025-04-23 19:25:00,93129.0,93139.0,93009.0,93048.0,15.02808
2025-04-23 19:26:00,93047.0,93059.0,92932.0,92977.0,221.57103
2025-04-23 19:27:00,92956.0,92996.0,92881.0,92996.0,130.5134
2025-04-23 19:28:00,92991.0,93007.0,92978.0,92979.0,7.94164
2025-04-23 19:29:00,92979.0,92979.0,92828.0,92921.0,148.58824
2025-04-23 19:30:00,92921.0,92963.0,92911.0,92963.0,15.8391
2025-04-23 19:31:00,92963.0,93092.0,92963.0,93090.0,24.63647
2025-04-23 19:32:00,93090.0,93150.0,93090.0,93150.0,16.65706
2025-04-23 19:33:00,93152.0,93230.0,93152.0,93230.0,21.43104
2025-04-23 19:34:00,93229.0,93230.0,93189.0,93204.0,7.7617
2025-04-23 19:35:00,93203.0,93213.0,93139.0,93153.0,7.99938
2025-04-23 19:36:00,93153.0,93173.0,93138.0,93169.0,12.35559
2025-04-23 19:37:00,93170.0,93206.0,93165.0,93174.0,5.85811
2025-04-23 19:38:00,93175.0,93190.0,93152.0,93152.0,4.09997
2025-04-23 19:39:00,93151.0,93230.0,93151.0,93230.0,21.10659
2025-04-23 19:40:00,93230.0,93241.0,93229.0,93241.0,9.93494
2025-04-23 19:41:00,93241.0,93343.0,93241.0,93320.0,249.01078
2025-04-23 19:42:00,93320.0,93359.0,93288.0,93337.0,11.90186
2025-04-23 19:43:00,93336.0,93358.0,93306.0,93349.0,6.59115
2025-04-23 19:44:00,93348.0,93349.0,93348.0,93349.0,1.67612
2025-04-23 19:45:00,93349.0,93381.0,93349.0,93373.0,8.78946
2025-04-23 19:46:00,93373.0,93394.0,93335.0,93373.0,9.31569
2025-04-23 19:47:00,93374.0,93396.0,93373.0,93373.0,7.12491
2025-04-23 19:48:00,93373.0,93397.0,93337.0,93397.0,27.69984
2025-04-23 19:49:00,93396.0,93400.0,93386.0,93400.0,3.90457
2025-04-23 19:50:00,93400.0,93469.0,93381.0,93382.0,27.19981
2025-04-23 19:51:00,93382.0,93389.0,93308.0,93315.0,18.33761
2025-04-23 19:52:00,93315.0,93373.0,93304.0,93345.0,28.95493
2025-04-23 19:53:00,93346.0,93472.0,93346.0,93472.0,215.94681
2025-04-23 19:54:00,93474.0,93544.0,93474.0,93521.0,243.02145
2025-04-23 19:55:00,93520.0,93521.0,93479.0,93479.0,17.23241
2025-04-23 19:56:00,93479.0,93495.0,93471.0,93472.0,12.57279
2025-04-23 19:57:00,93472.0,93538.0,93471.0,93529.0,12.18693
2025-04-23 19:58:00,93532.0,93558.0,93507.0,93521.0,27.63591
2025-04-23 19:59:00,93520.0,93520.0,93432.0,93453.0,89.1394
2025-04-23 20:00:00,93444.0,93529.0,93419.0,93509.0,29.65355
2025-04-23 20:01:00,93508.0,93569.0,93467.0,93521.0,30.56426
2025-04-23 20:02:00,93520.0,93520.0,93483.0,93509.0,16.42682
2025-04-23 20:03:00,93509.0,93544.0,93509.0,93521.0,5.55418
2025-04-23 20:04:00,93515.0,93515.0,93471.0,93471.0,4.68477
2025-04-23 20:05:00,93471.0,93517.0,93435.0,93494.0,20.22454
2025-04-23 20:06:00,93493.0,93532.0,93459.0,93531.0,5.96597
2025-04-23 20:07:00,93531.0,93532.0,93503.0,93525.0,9.14347
2025-04-23 20:08:00,93525.0,93525.0,93489.0,93491.0,7.38493
2025-04-23 20:09:00,93487.0,93538.0,93486.0,93538.0,6.38698
2025-04-23 20:10:00,93538.0,93560.0,93524.0,93556.0,8.69153
2025-04-23 20:11:00,93554.0,93563.0,93530.0,93552.0,6.56314
2025-04-23 20:12:00,93550.0,93561.0,93529.0,93561.0,8.10626
2025-04-23 20:13:00,93561.0,93580.0,93545.0,93580.0,15.07433
2025-04-23 20:14:00,93580.0,93597.0,93569.0,93597.0,14.98869
2025-04-23 20:15:00,93597.0,93697.0,93597.0,93656.0,15.84211
2025-04-23 20:16:00,93656.0,93804.0,93655.0,93804.0,28.21915
2025-04-23 20:17:00,93804.0,93861.0,93744.0,93745.0,80.3262
2025-04-23 20:18:00,93743.0,93764.0,93727.0,93727.0,8.42944
2025-04-23 20:19:00,93727.0,93814.0,93727.0,93813.0,20.95299
2025-04-23 20:20:00,93814.0,93814.0,93772.0,93809.0,41.26424
2025-04-23 20:21:00,93809.0,93809.0,93779.0,93798.0,9.54821
2025-04-23 20:22:00,93798.0,93823.0,93773.0,93800.0,15.02799
2025-04-23 20:23:00,93800.0,93800.0,93707.0,93708.0,84.93927
2025-04-23 20:24:00,93708.0,93708.0,93671.0,93677.0,3.84794
2025-04-23 20:25:00,93679.0,93734.0,93627.0,93734.0,13.54282
2025-04-23 20:26:00,93734.0,93787.0,93734.0,93769.0,8.801
2025-04-23 20:27:00,93769.0,93798.0,93769.0,93776.0,4.14459
2025-04-23 20:28:00,93776.0,93781.0,93762.0,93762.0,12.64279
2025-04-23 20:29:00,93762.0,93762.0,93677.0,93677.0,14.88614
2025-04-23 20:30:00,93678.0,93745.0,93677.0,93745.0,5.43381
2025-04-23 20:31:00,93748.0,93767.0,93728.0,93757.0,5.04015
2025-04-23 20:32:00,93757.0,93766.0,93756.0,93766.0,8.93104
2025-04-23 20:33:00,93766.0,93798.0,93765.0,93789.0,81.88346
2025-04-23 20:34:00,93789.0,93789.0,93765.0,93776.0,4.16671
2025-04-23 20:35:00,93776.0,93800.0,93776.0,93800.0,28.48676
2025-04-23 20:36:00,93800.0,93800.0,93795.0,93796.0,9.94398
2025-04-23 20:37:00,93796.0,93798.0,93771.0,93772.0,81.25691
2025-04-23 20:38:00,93772.0,93772.0,93729.0,93739.0,11.9651
2025-04-23 20:39:00,93739.0,93748.0,93693.0,93693.0,2.32707
2025-04-23 20:40:00,93694.0,93694.0,93658.0,93659.0,7.73585
2025-04-23 20:41:00,93658.0,93666.0,93655.0,93656.0,4.2138
2025-04-23 20:42:00,93655.0,93655.0,93612.0,93654.0,14.93102
2025-04-23 20:43:00,93653.0,93675.0,93653.0,93675.0,22.63666
2025-04-23 20:44:00,93675.0,93675.0,93621.0,93639.0,10.16918
2025-04-23 20:45:00,93639.0,93663.0,93639.0,93663.0,5.00656
2025-04-23 20:46:00,93663.0,93683.0,93662.0,93683.0,6.51066
2025-04-23 20:47:00,93682.0,93683.0,93682.0,93683.0,2.01112
2025-04-23 20:48:00,93683.0,93683.0,93619.0,93628.0,2.52636
2025-04-23 20:49:00,93627.0,93627.0,93546.0,93563.0,14.72731
2025-04-23 20:50:00,93562.0,93563.0,93553.0,93553.0,31.05582
2025-04-23 20:51:00,93553.0,93608.0,93553.0,93608.0,3.20375
2025-04-23 20:52:00,93608.0,93620.0,93583.0,93599.0,17.49964
2025-04-23 20:53:00,93607.0,93607.0,93600.0,93601.0,1.37539
2025-04-23 20:54:00,93601.0,93657.0,93600.0,93657.0,12.3539
2025-04-23 20:55:00,93655.0,93655.0,93654.0,93655.0,4.2081
2025-04-23 20:56:00,93655.0,93682.0,93652.0,93682.0,9.48523
2025-04-23 20:57:00,93682.0,93682.0,93675.0,93675.0,2.2447
2025-04-23 20:58:00,93676.0,93683.0,93675.0,93683.0,0.80057
2025-04-23 20:59:00,93682.0,93683.0,93603.0,93604.0,4.89477
2025-04-23 21:00:00,93603.0,93603.0,93541.0,93577.0,14.7534
2025-04-23 21:01:00,93580.0,93624.0,93580.0,93624.0,4.05029
2025-04-23 21:02:00,93624.0,93650.0,93623.0,93650.0,3.78827
2025-04-23 21:03:00,93650.0,93677.0,93644.0,93677.0,1.19241
2025-04-23 21:04:00,93677.0,93683.0,93641.0,93659.0,3.30666
2025-04-23 21:05:00,93659.0,93731.0,93658.0,93717.0,13.27244
2025-04-23 21:06:00,93716.0,93727.0,93715.0,93715.0,5.21071
2025-04-23 21:07:00,93716.0,93716.0,93700.0,93701.0,26.38441
2025-04-23 21:08:00,93701.0,93773.0,93700.0,93756.0,16.47577
2025-04-23 21:09:00,93757.0,93774.0,93756.0,93774.0,2.60162
2025-04-23 21:10:00,93773.0,93774.0,93727.0,93749.0,42.38607
2025-04-23 21:11:00,93748.0,93857.0,93748.0,93836.0,45.15493
2025-04-23 21:12:00,93835.0,93836.0,93778.0,93778.0,1.4054
2025-04-23 21:13:00,93779.0,93809.0,93775.0,93804.0,3.03632
2025-04-23 21:14:00,93803.0,93810.0,93803.0,93804.0,2.76606
2025-04-23 21:15:00,93803.0,93822.0,93792.0,93822.0,0.87735
2025-04-23 21:16:00,93821.0,93832.0,93814.0,93814.0,4.78116
2025-04-23 21:17:00,93813.0,93818.0,93800.0,93818.0,3.73312
2025-04-23 21:18:00,93817.0,93818.0,93817.0,93818.0,0.30067
2025-04-23 21:19:00,93817.0,93818.0,93770.0,93771.0,6.02705
2025-04-23 21:20:00,93770.0,93771.0,93754.0,93755.0,3.51467
2025-04-23 21:21:00,93754.0,93755.0,93745.0,93750.0,3.25414
2025-04-23 21:22:00,93749.0,93750.0,93749.0,93750.0,6.04705
2025-04-23 21:23:00,93749.0,93757.0,93749.0,93756.0,6.074
2025-04-23 21:24:00,93756.0,93757.0,93750.0,93750.0,6.60578
2025-04-23 21:25:00,93748.0,93748.0,93699.0,93705.0,6.98774
2025-04-23 21:26:00,93704.0,93705.0,93669.0,93670.0,6.27264
2025-04-23 21:27:00,93670.0,93681.0,93669.0,93681.0,1.63731
2025-04-23 21:28:00,93680.0,93681.0,93680.0,93681.0,0.39101
2025-04-23 21:29:00,93680.0,93698.0,93680.0,93697.0,9.09922
2025-04-23 21:30:00,93697.0,93703.0,93697.0,93703.0,6.12009
2025-04-23 21:31:00,93702.0,93720.0,93702.0,93720.0,23.59114
2025-04-23 21:32:00,93708.0,93741.0,93708.0,93741.0,1.40555
2025-04-23 21:33:00,93740.0,93748.0,93694.0,93748.0,4.83173
2025-04-23 21:34:00,93747.0,93748.0,93693.0,93714.0,4.3823
2025-04-23 21:35:00,93713.0,93714.0,93713.0,93714.0,1.43801
2025-04-23 21:36:00,93713.0,93738.0,93713.0,93738.0,0.93339
2025-04-23 21:37:00,93737.0,93738.0,93737.0,93738.0,1.16503
2025-04-23 21:38:00,93737.0,93738.0,93702.0,93704.0,1.34052
2025-04-23 21:39:00,93704.0,93704.0,93700.0,93701.0,2.54525
2025-04-23 21:40:00,93700.0,93700.0,93635.0,93635.0,53.74063
2025-04-23 21:41:00,93633.0,93634.0,93401.0,93484.0,282.45456
2025-04-23 21:42:00,93484.0,93496.0,93259.0,93377.0,128.94071
2025-04-23 21:43:00,93377.0,93446.0,93377.0,93446.0,5.28905
2025-04-23 21:44:00,93445.0,93507.0,93445.0,93456.0,17.73643
2025-04-23 21:45:00,93455.0,93482.0,93455.0,93481.0,10.90831
2025-04-23 21:46:00,93481.0,93598.0,93481.0,93592.0,122.32845
2025-04-23 21:47:00,93582.0,93584.0,93460.0,93461.0,10.39436
2025-04-23 21:48:00,93460.0,93501.0,93460.0,93501.0,1.90763
2025-04-23 21:49:00,93502.0,93504.0,93466.0,93467.0,73.03696
2025-04-23 21:50:00,93467.0,93467.0,93459.0,93459.0,8.50172
2025-04-23 21:51:00,93459.0,93553.0,93459.0,93526.0,6.44587
2025-04-23 21:52:00,93525.0,93525.0,93520.0,93520.0,1.61165
2025-04-23 21:53:00,93520.0,93520.0,93463.0,93482.0,1.50886
2025-04-23 21:54:00,93481.0,93482.0,93481.0,93482.0,0.28032
2025-04-23 21:55:00,93481.0,93495.0,93481.0,93495.0,1.07214
2025-04-23 21:56:00,93494.0,93505.0,93465.0,93465.0,40.52588
2025-04-23 21:57:00,93465.0,93466.0,93212.0,93273.0,87.81784
2025-04-23 21:58:00,93273.0,93324.0,93272.0,93324.0,10.9868
2025-04-23 21:59:00,93323.0,93409.0,93323.0,93409.0,11.06841
2025-04-23 22:00:00,93410.0,93449.0,93410.0,93421.0,15.47606
2025-04-23 22:01:00,93420.0,93421.0,93354.0,93377.0,12.53122
2025-04-23 22:02:00,93376.0,93427.0,93336.0,93336.0,20.66586
2025-04-23 22:03:00,93329.0,93330.0,93292.0,93307.0,23.78663
2025-04-23 22:04:00,93305.0,93305.0,93222.0,93261.0,30.61484
2025-04-23 22:05:00,93261.0,93319.0,93231.0,93318.0,18.67095
2025-04-23 22:06:00,93317.0,93351.0,93317.0,93351.0,18.71434
2025-04-23 22:07:00,93351.0,93377.0,93330.0,93370.0,14.00701
2025-04-23 22:08:00,93369.0,93370.0,93324.0,93325.0,15.1312
2025-04-23 22:09:00,93325.0,93325.0,93229.0,93229.0,116.6115
2025-04-23 22:10:00,93229.0,93234.0,93159.0,93216.0,66.06689
2025-04-23 22:11:00,93215.0,93238.0,93205.0,93205.0,16.11237
2025-04-23 22:12:00,93206.0,93223.0,93150.0,93207.0,18.64602
2025-04-23 22:13:00,93206.0,93207.0,93184.0,93191.0,14.0656
2025-04-23 22:14:00,93190.0,93225.0,93190.0,93196.0,19.76409
2025-04-23 22:15:00,93195.0,93341.0,93195.0,93293.0,209.511
2025-04-23 22:16:00,93293.0,93323.0,93291.0,93291.0,6.83571
2025-04-23 22:17:00,93291.0,93294.0,93271.0,93281.0,2.98543
2025-04-23 22:18:00,93280.0,93320.0,93280.0,93320.0,3.78669
2025-04-23 22:19:00,93319.0,93367.0,93319.0,93361.0,29.11775
2025-04-23 22:20:00,93360.0,93377.0,93355.0,93375.0,10.8045
2025-04-23 22:21:00,93374.0,93375.0,93356.0,93356.0,4.9133
2025-04-23 22:22:00,93356.0,93357.0,93354.0,93355.0,3.38263
2025-04-23 22:23:00,93354.0,93361.0,93340.0,93358.0,13.6512
2025-04-23 22:24:00,93360.0,93404.0,93360.0,93399.0,26.67399
2025-04-23 22:25:00,93399.0,93399.0,93394.0,93395.0,7.58074
2025-04-23 22:26:00,93395.0,93428.0,93394.0,93428.0,6.77285
2025-04-23 22:27:00,93428.0,93428.0,93386.0,93391.0,4.25955
2025-04-23 22:28:00,93391.0,93399.0,93371.0,93375.0,4.55391
2025-04-23 22:29:00,93375.0,93375.0,93356.0,93357.0,10.05848
2025-04-23 22:30:00,93357.0,93382.0,93350.0,93382.0,9.67849
2025-04-23 22:31:00,93382.0,93390.0,93381.0,93388.0,5.7189
2025-04-23 22:32:00,93388.0,93427.0,93387.0,93427.0,2.8445
2025-04-23 22:33:00,93427.0,93439.0,93426.0,93433.0,14.79233
2025-04-23 22:34:00,93433.0,93493.0,93432.0,93493.0,11.20254
2025-04-23 22:35:00,93493.0,93569.0,93492.0,93569.0,6.73089
2025-04-23 22:36:00,93569.0,93615.0,93568.0,93603.0,15.57369
2025-04-23 22:37:00,93604.0,93604.0,93557.0,93557.0,3.72801
2025-04-23 22:38:00,93558.0,93561.0,93530.0,93532.0,11.11496
2025-04-23 22:39:00,93533.0,93553.0,93532.0,93545.0,1.63486
2025-04-23 22:40:00,93545.0,93561.0,93535.0,93560.0,2.50315
2025-04-23 22:41:00,93560.0,93626.0,93560.0,93626.0,6.4792
2025-04-23 22:42:00,93625.0,93659.0,93625.0,93639.0,42.45858
2025-04-23 22:43:00,93638.0,93665.0,93638.0,93662.0,7.21115
2025-04-23 22:44:00,93661.0,93670.0,93661.0,93669.0,6.69708
2025-04-23 22:45:00,93670.0,93703.0,93669.0,93697.0,2.89302
2025-04-23 22:46:00,93696.0,93714.0,93681.0,93682.0,12.54164
2025-04-23 22:47:00,93681.0,93690.0,93677.0,93677.0,6.97986
2025-04-23 22:48:00,93675.0,93676.0,93675.0,93676.0,0.48276
2025-04-23 22:49:00,93676.0,93701.0,93676.0,93701.0,6.74751
2025-04-23 22:50:00,93700.0,93701.0,93691.0,93692.0,3.33467
2025-04-23 22:51:00,93691.0,93692.0,93688.0,93689.0,3.02408
2025-04-23 22:52:00,93688.0,93709.0,93688.0,93709.0,3.14453
2025-04-23 22:53:00,93708.0,93709.0,93682.0,93691.0,23.25375
